RecordID,Season,Team,Conference,Overall Seed,Bid Type,NET Rank,PrevNET,AvgOppNETRank,AvgOppNET,Win ,Loss,Conf W,Conf L,Non-Con W,Non-Con L,Road W,Road L,NETSOS,NETNonConfSOS,Q1 Win,Q1 Loss,Q2 Win,Q2 Loss,Q3 Win,Q3 Loss,Quadrant4,
2021-22-N.C.Central,2021-22,N.C. Central,MEAC,,,289,289,312,237,12,15,9,6,3,9,5,11,266,141,0,2,0,1,1,7,11,5
2021-22-Louisville,2021-22,Louisville,ACC,,,138,138,54,108,13,19,7,15,6,4,2,10,79,162,0,6,3,8,5,5,5,1
2021-22-NorfolkSt.,2021-22,Norfolk St.,MEAC,64,AQ,156,156,358,276,21,6,15,2,6,4,7,6,354,275,0,1,0,1,2,1,19,3
2021-22-WesternIll.,2021-22,Western Ill.,Summit League,,,225,225,283,226,14,15,7,12,7,3,7,8,270,258,0,2,0,2,4,5,10,6
2021-22-LamarUniversity,2021-22,Lamar University,WAC,,,354,354,216,202,0,27,0,16,0,11,0,18,208,198,0,2,0,5,0,8,0,12
2021-22-Quinnipiac,2021-22,Quinnipiac,MAAC,,,239,239,237,211,13,17,9,14,4,3,4,9,314,348,0,0,0,3,2,9,11,5
2021-22-Manhattan,2021-22,Manhattan,MAAC,,,255,255,232,208,14,15,8,13,6,2,4,9,317,350,0,0,0,3,6,6,8,6
2021-22-McNeese,2021-22,McNeese,Southland,,,312,311,277,224,7,22,5,11,2,11,2,13,209,48,0,5,0,1,0,4,7,12
2021-22-NorthAla.,2021-22,North Ala.,ASUN,,,317,317,228,207,5,21,2,15,3,6,2,12,175,24,0,3,0,3,1,5,4,10
2021-22-Georgetown,2021-22,Georgetown,Big East,,,193,194,21,93,6,25,0,20,6,5,0,11,37,244,0,12,0,9,2,3,4,1
2021-22-Arkansas,2021-22,Arkansas,SEC,16,AL,20,20,36,102,25,8,14,6,11,2,5,4,48,287,7,6,5,1,6,1,7,1
2021-22-BowlingGreen,2021-22,Bowling Green,MAC,,,281,281,237,211,11,18,6,14,5,4,3,10,263,333,0,2,0,5,1,5,10,6
2021-22-Furman,2021-22,Furman,SoCon,,,80,80,135,169,21,12,14,7,7,5,8,8,176,173,0,4,1,2,9,4,11,2
2021-22-UtahTech,2021-22,Utah Tech,WAC,,,272,272,141,172,9,18,6,12,3,6,3,11,143,129,0,2,0,6,3,6,6,4
2021-22-SaintMary's(CA),2021-22,Saint Mary's (CA),WCC,19,AL,19,19,68,116,24,7,13,4,11,3,6,4,56,72,4,7,6,1,5,1,9,1
2021-22-SIUE,2021-22,SIUE,OVC,,,290,290,246,212,9,21,5,14,4,7,3,13,197,221,0,5,0,3,1,1,8,12
2021-22-Princeton,2021-22,Princeton,Ivy League,,,105,102,253,214,21,6,13,3,8,3,8,3,333,337,0,0,1,1,6,5,14,0
2021-22-CSUBakersfield,2021-22,CSU Bakersfield,Big West,,,278,278,194,193,6,19,3,13,3,6,2,11,188,86,1,2,0,2,0,9,5,6
2021-22-Liberty,2021-22,Liberty,ASUN,,,119,119,250,213,19,11,13,5,6,6,6,3,281,186,0,1,1,2,5,4,13,4
2021-22-Providence,2021-22,Providence,Big East,15,AL,32,33,36,102,25,5,15,4,10,1,7,2,54,124,5,3,9,2,6,1,5,1
2021-22-SetonHall,2021-22,Seton Hall,Big East,32,AL,37,37,21,93,20,10,12,9,8,1,6,5,28,101,6,7,3,3,8,1,3,1
2021-22-LongBeachSt.,2021-22,Long Beach St.,Big West,,,154,154,140,171,18,12,14,4,4,8,6,6,131,17,0,5,0,2,8,3,10,2
2021-22-SouthernUtah,2021-22,Southern Utah,Big Sky,,,178,179,292,229,18,11,14,7,4,4,7,7,292,114,0,2,0,1,4,3,14,5
2021-22-IdahoSt.,2021-22,Idaho St.,Big Sky,,,342,342,284,227,5,23,5,16,0,7,2,14,339,277,0,0,0,2,0,8,5,13
2021-22-Hartford,2021-22,Hartford,America East,,,284,284,336,247,12,20,10,10,2,10,5,12,343,346,0,1,1,2,0,6,11,11
2021-22-Hawaii,2021-22,Hawaii,Big West,,,169,169,226,206,15,11,12,6,3,5,5,5,304,303,0,1,0,2,5,6,10,2
2021-22-UAlbany,2021-22,UAlbany,America East,,,285,285,298,232,13,18,9,10,4,8,8,9,259,200,0,3,0,2,2,4,11,9
2021-22-UtahSt.,2021-22,Utah St.,Mountain West,,,60,60,86,126,17,15,9,11,8,4,4,7,73,66,2,11,3,1,3,1,9,2
2021-22-MoreheadSt.,2021-22,Morehead St.,OVC,,,112,112,208,199,20,11,15,6,5,5,8,8,130,41,0,8,2,1,1,1,17,2
2021-22-GreenBay,2021-22,Green Bay,Horizon,,,343,343,284,227,4,25,4,17,0,8,1,13,315,127,0,2,0,1,0,8,4,14
2021-22-Tennessee,2021-22,Tennessee,SEC,10,AQ,7,8,8,84,26,7,17,4,9,3,6,5,4,16,11,7,5,1,4,1,6,1
2021-22-William&Mary,2021-22,William & Mary,CAA,,,340,340,171,184,4,27,4,15,0,12,1,14,214,251,0,3,0,2,2,10,2,12
2021-22-A&M-CorpusChristi,2021-22,A&M-Corpus Christi,Southland,68,AQ,241,241,357,273,19,11,10,7,9,4,7,6,351,315,0,2,0,1,1,2,18,6
2021-22-Auburn,2021-22,Auburn,SEC,5,AL,11,12,26,94,27,5,15,4,12,1,8,3,43,79,8,5,7,1,8,1,4,1
2021-22-FGCU,2021-22,FGCU,ASUN,,,198,198,284,227,19,11,11,7,8,4,6,8,328,322,0,1,1,1,1,5,17,4
2021-22-Stanford,2021-22,Stanford,Pac-12,,,104,105,34,99,16,16,9,13,7,3,3,9,31,59,3,9,2,5,5,2,6,1
2021-22-Drake,2021-22,Drake,MVC,,,82,81,121,159,22,10,15,6,7,4,8,2,120,218,2,4,2,4,7,2,11,1
2021-22-Fordham,2021-22,Fordham,Atlantic 10,,,177,177,147,174,16,16,9,11,7,5,3,9,149,331,0,5,0,4,5,5,11,2
2021-22-NorthernColo.,2021-22,Northern Colo.,Big Sky,,,204,205,261,217,18,14,15,8,3,6,8,9,210,15,0,4,0,1,5,2,13,7
2021-22-Siena,2021-22,Siena,MAAC,,,238,238,223,205,15,14,12,9,3,5,7,8,305,341,0,0,1,2,6,5,8,7
2021-22-SaintJoseph's,2021-22,Saint Joseph's,Atlantic 10,,,183,183,107,146,11,19,5,14,6,5,1,10,114,182,0,5,1,5,3,6,7,3
2021-22-AlabamaSt.,2021-22,Alabama St.,SWAC,,,313,314,295,230,9,21,8,10,1,11,3,15,156,6,0,7,0,1,0,2,9,11
2021-22-NorthernKy.,2021-22,Northern Ky.,Horizon,,,195,195,319,239,18,12,16,7,2,5,7,7,349,249,0,1,0,1,2,4,16,6
2021-22-SouthCarolina,2021-22,South Carolina,SEC,,,93,93,32,98,17,13,9,10,8,3,4,7,36,246,3,8,4,3,5,2,5,1
2021-22-Colorado,2021-22,Colorado,Pac-12,,,70,70,87,127,21,11,13,9,8,2,6,4,72,324,1,6,6,2,5,3,9,1
2021-22-Howard,2021-22,Howard,MEAC,,,240,240,353,256,13,13,9,6,4,7,5,8,324,229,0,1,1,1,0,4,12,7
2021-22-Tulane,2021-22,Tulane,The American,,,97,98,84,124,14,15,11,9,3,6,3,8,85,301,0,5,3,5,5,3,6,2
2021-22-Monmouth,2021-22,Monmouth,MAAC,,,144,143,177,186,21,13,13,10,8,3,10,7,238,165,1,1,1,2,8,7,11,3
2021-22-CentralMich.,2021-22,Central Mich.,MAC,,,316,316,171,184,7,23,6,13,1,10,5,11,142,47,0,4,1,5,0,7,6,7
2021-22-LouisianaTech,2021-22,Louisiana Tech,CUSA,,,98,97,149,175,21,10,15,7,6,3,8,5,132,115,2,5,0,3,5,1,14,1
2021-22-IllinoisSt.,2021-22,Illinois St.,MVC,,,196,196,127,165,11,20,6,14,5,6,1,11,124,234,0,5,1,5,1,7,9,3
2021-22-St.John's(NY),2021-22,St. John's (NY),Big East,,,69,69,59,111,17,15,9,12,8,3,4,7,46,261,2,10,2,4,7,1,6,1
2021-22-Wisconsin,2021-22,Wisconsin,Big Ten,9,AL,24,24,8,84,24,7,15,6,9,1,9,2,18,43,9,3,7,2,4,2,4,1
2021-22-Indiana,2021-22,Indiana,Big Ten,45,AL,38,39,35,100,20,13,11,12,9,1,3,8,38,308,4,8,4,4,5,1,7,1
2021-22-California,2021-22,California,Pac-12,,,145,144,66,115,12,20,5,16,7,4,2,9,61,225,0,7,3,10,2,2,7,1
2021-22-AbileneChristian,2021-22,Abilene Christian,WAC,,,123,123,191,192,19,10,14,8,5,2,6,6,215,263,0,1,1,5,6,4,12,1
2021-22-MissouriSt.,2021-22,Missouri St.,MVC,,,68,68,127,165,22,10,14,6,8,4,8,4,147,253,1,2,3,3,8,4,10,1
2021-22-ETSU,2021-22,ETSU,SoCon,,,184,185,120,157,13,17,7,12,6,5,4,10,127,58,1,3,1,3,7,5,4,6
2021-22-WesternCaro.,2021-22,Western Caro.,SoCon,,,287,287,151,176,10,21,5,14,5,7,2,14,198,310,0,2,2,2,0,13,8,4
2021-22-GeorgiaTech,2021-22,Georgia Tech,ACC,,,168,168,78,121,11,20,5,16,6,4,3,8,75,211,0,9,0,7,7,3,4,1
2021-22-WesternKy.,2021-22,Western Ky.,CUSA,,,126,125,149,175,17,13,11,8,6,5,5,6,165,144,0,2,0,7,5,3,12,1
2021-22-Col.ofCharleston,2021-22,Col. of Charleston,CAA,,,147,146,164,181,17,15,9,11,8,4,7,8,185,139,1,2,1,4,4,6,11,3
2021-22-FIU,2021-22,FIU,CUSA,,,266,266,237,211,13,17,5,14,8,3,1,11,293,358,0,1,0,3,2,8,11,5
2021-22-WichitaSt.,2021-22,Wichita St.,The American,,,87,87,74,119,15,13,6,10,9,3,3,5,87,126,1,4,2,6,6,3,6,1
2021-22-EasternMich.,2021-22,Eastern Mich.,MAC,,,303,303,208,199,9,21,5,15,4,6,2,14,233,175,0,2,0,6,0,6,9,7
2021-22-Portland,2021-22,Portland,WCC,,,176,176,181,188,16,14,8,8,8,6,6,8,128,332,1,5,0,4,1,3,14,2
2021-22-UTMartin,2021-22,UT Martin,OVC,,,304,304,191,192,6,22,4,14,2,8,2,13,150,106,0,4,0,6,0,4,6,8
2021-22-UIC,2021-22,UIC,Horizon,,,283,283,323,240,13,16,10,11,3,5,8,8,322,154,0,2,0,0,2,7,11,7
2021-22-TennesseeSt.,2021-22,Tennessee St.,OVC,,,273,273,309,236,12,18,9,11,3,7,5,11,288,356,0,3,0,2,0,4,12,9
2021-22-Gardner-Webb,2021-22,Gardner-Webb,Big South,,,174,174,261,217,15,13,12,6,3,7,6,9,241,102,0,2,0,2,3,6,12,3
2021-22-AirForce,2021-22,Air Force,Mountain West,,,256,256,119,156,11,18,4,14,7,4,2,10,109,357,0,7,1,4,2,5,8,2
2021-22-Tulsa,2021-22,Tulsa,The American,,,181,181,98,138,11,20,5,15,6,5,1,10,104,320,0,5,1,7,4,5,6,3
2021-22-Bucknell,2021-22,Bucknell,Patriot,,,334,334,300,233,9,23,6,14,3,9,2,15,332,292,0,0,0,5,0,6,9,12
2021-22-SeattleU,2021-22,Seattle U,WAC,,,130,129,253,214,21,9,14,5,7,4,6,5,258,335,0,1,1,5,5,2,15,1
2021-22-Oklahoma,2021-22,Oklahoma,Big 12,,,39,40,18,90,18,15,8,12,10,3,3,8,3,153,4,12,6,2,2,1,6,1
2021-22-Duke,2021-22,Duke,ACC,8,AL,12,13,71,117,28,6,18,5,10,1,9,2,68,116,6,2,6,3,8,1,8,1
2021-22-UTArlington,2021-22,UT Arlington,Sun Belt,,,234,234,138,170,9,18,7,11,2,7,3,13,136,9,0,5,0,1,5,7,4,5
2021-22-Lehigh,2021-22,Lehigh,Patriot,,,300,300,332,245,12,19,11,9,1,10,4,12,320,252,0,0,0,5,2,3,10,11
2021-22-Ohio,2021-22,Ohio,MAC,,,113,113,266,219,23,9,15,7,8,2,8,6,237,156,0,3,3,2,2,2,18,2
2021-22-ArkansasSt.,2021-22,Arkansas St.,Sun Belt,,,180,180,208,199,15,11,9,8,6,3,6,7,222,159,0,2,0,1,4,7,11,1
2021-22-StonyBrook,2021-22,Stony Brook,America East,,,233,233,281,225,17,13,10,8,7,5,5,9,247,179,0,3,0,2,4,3,13,5
2021-22-Georgia,2021-22,Georgia,SEC,,,223,223,30,96,6,26,1,18,5,8,0,10,47,280,1,10,1,8,0,5,4,3
2021-22-Buffalo,2021-22,Buffalo,MAC,,,118,118,216,202,17,11,13,7,4,4,9,6,207,55,1,2,1,4,2,3,13,2
2021-22-FDU,2021-22,FDU,NEC,,,348,348,300,233,4,22,4,12,0,10,1,16,243,78,0,2,0,4,1,3,3,13
2021-22-CentralConn.St.,2021-22,Central Conn. St.,NEC,,,345,345,326,241,8,24,5,14,3,10,4,15,301,199,0,2,0,2,0,8,8,12
2021-22-CoppinSt.,2021-22,Coppin St.,MEAC,,,301,301,253,214,9,23,8,9,1,14,4,16,212,90,0,2,0,4,1,9,8,8
2021-22-SacredHeart,2021-22,Sacred Heart,NEC,,,325,325,354,261,9,20,6,11,3,9,4,13,355,336,0,1,0,0,1,5,8,14
2021-22-VMI,2021-22,VMI,SoCon,,,165,165,151,176,13,15,9,10,4,5,6,9,191,283,1,1,2,2,4,6,6,6
2021-22-Merrimack,2021-22,Merrimack,NEC,,,293,293,326,241,13,16,9,8,4,8,7,9,246,112,0,3,1,1,0,3,12,9
2021-22-SouthFla.,2021-22,South Fla.,The American,,,245,245,94,134,8,23,3,16,5,7,2,9,91,183,0,5,1,8,3,6,4,4
2021-22-OralRoberts,2021-22,Oral Roberts,Summit League,,,155,155,246,212,16,12,13,7,3,5,8,6,221,62,0,4,0,2,3,3,13,3
2021-22-YoungstownSt.,2021-22,Youngstown St.,Horizon,,,249,249,349,253,16,14,12,10,4,4,6,7,353,312,0,0,0,2,0,5,16,7
2021-22-Houston,2021-22,Houston,The American,18,AQ,3,3,74,119,29,5,18,3,11,2,7,3,99,149,1,4,10,1,10,1,8,1
2021-22-Hofstra,2021-22,Hofstra,CAA,,,116,116,151,176,19,11,13,6,6,5,9,8,148,34,1,2,0,4,8,3,10,2
2021-22-Bryant,2021-22,Bryant,NEC,66,AQ,200,200,340,249,21,9,18,2,3,7,7,7,319,148,0,1,0,3,3,2,18,3
2021-22-Binghamton,2021-22,Binghamton,America East,,,296,296,300,233,10,17,9,11,1,6,7,9,261,247,0,3,0,1,2,4,8,9
2021-22-SoutheastMo.St.,2021-22,Southeast Mo. St.,OVC,,,246,246,237,211,12,18,9,10,3,8,5,10,203,323,1,4,1,1,0,6,10,7
2021-22-Butler,2021-22,Butler,Big East,,,121,121,8,84,12,19,7,15,5,4,3,8,8,22,2,14,3,5,2,1,5,1
2021-22-Bethune-Cookman,2021-22,Bethune-Cookman,SWAC,,,338,338,329,243,8,21,7,11,1,10,4,12,323,171,0,1,0,3,2,3,6,14
2021-22-Montana,2021-22,Montana,Big Sky,,,254,254,312,237,15,14,11,10,4,4,4,10,308,193,0,2,0,2,2,4,13,6
2021-22-St.Thomas(MN),2021-22,St. Thomas (MN),Summit League,,,310,310,264,218,7,20,4,14,3,6,3,12,285,313,0,1,0,3,0,9,7,7
2021-22-Colgate,2021-22,Colgate,Patriot,57,AQ,128,128,332,245,22,11,19,2,3,9,8,10,326,187,0,2,1,1,1,6,20,3
2021-22-Toledo,2021-22,Toledo,MAC,,,75,75,223,205,25,7,18,4,7,3,9,5,268,174,0,1,3,2,7,3,15,1
2021-22-Radford,2021-22,Radford,Big South,,,291,291,237,211,9,18,7,10,2,8,3,12,202,44,0,2,0,4,0,7,9,5
2021-22-Alabama,2021-22,Alabama,SEC,21,AL,30,30,1,66,19,13,9,10,10,3,3,7,1,7,8,8,5,3,5,2,1,1
2021-22-Clemson,2021-22,Clemson,ACC,,,84,84,64,114,17,16,9,13,8,3,3,8,84,208,1,5,3,7,7,4,6,1
2021-22-PrairieView,2021-22,Prairie View,SWAC,,,298,298,228,207,8,19,8,9,0,10,3,13,116,1,0,7,0,2,0,2,8,8
2021-22-Minnesota,2021-22,Minnesota,Big Ten,,,108,108,21,93,13,17,4,17,9,1,3,9,30,298,2,10,0,6,6,1,5,1
2021-22-TarletonSt.,2021-22,Tarleton St.,WAC,,,212,212,161,178,11,17,9,9,2,8,4,12,121,13,0,3,0,6,3,6,8,2
2021-22-CaliforniaBaptist,2021-22,California Baptist,WAC,,,219,219,236,209,15,15,8,12,7,3,3,9,201,192,0,2,0,5,2,6,13,2
2021-22-Utah,2021-22,Utah,Pac-12,,,134,134,68,116,11,20,4,17,7,3,2,9,78,260,0,7,2,7,5,5,4,1
2021-22-EastCarolina,2021-22,East Carolina,The American,,,185,184,111,151,15,15,6,12,9,3,2,7,115,329,0,4,1,7,2,4,12,1
2021-22-BallSt.,2021-22,Ball St.,MAC,,,263,264,246,212,13,17,9,11,4,6,4,9,262,330,0,2,1,4,1,7,11,4
2021-22-SMU,2021-22,SMU,The American,,,45,44,98,138,23,8,14,5,9,3,6,5,106,285,2,2,4,4,10,1,7,1
2021-22-NorthwesternSt.,2021-22,Northwestern St.,Southland,,,330,330,250,213,6,23,5,10,1,13,2,13,146,19,0,6,0,0,0,4,6,13
2021-22-Vanderbilt,2021-22,Vanderbilt,SEC,,,66,66,36,102,17,16,9,12,8,4,5,7,27,180,3,11,3,3,6,2,5,1
2021-22-EasternKy.,2021-22,Eastern Ky.,ASUN,,,268,268,289,228,9,18,5,12,4,6,1,13,316,269,0,1,0,2,0,7,9,8
2021-22-Syracuse,2021-22,Syracuse,ACC,,,86,86,43,104,16,17,10,12,6,5,3,8,57,64,0,10,4,2,6,5,6,1
2021-22-Louisiana,2021-22,Louisiana,Sun Belt,,,187,187,204,196,14,15,11,10,3,5,6,8,227,104,0,2,0,2,4,7,10,4
2021-22-Belmont,2021-22,Belmont,OVC,,,71,71,194,193,24,7,15,4,9,3,10,4,161,57,1,3,3,3,4,1,16,0
2021-22-AppState,2021-22,App State,Sun Belt,,,160,160,144,173,16,14,13,7,3,7,6,7,170,27,0,2,0,4,7,5,9,3
2021-22-Purdue,2021-22,Purdue,Big Ten,11,AL,13,11,20,92,27,7,16,7,11,1,5,5,25,227,8,6,6,1,7,1,6,1
2021-22-MichiganSt.,2021-22,Michigan St.,Big Ten,27,AL,36,36,7,82,22,12,13,10,9,2,5,6,14,25,5,9,8,2,6,1,3,1
2021-22-BoiseSt.,2021-22,Boise St.,Mountain West,29,AQ,29,29,73,118,26,7,18,3,8,4,8,3,86,232,6,3,7,3,7,1,6,1
2021-22-Oakland,2021-22,Oakland,Horizon,,,171,171,253,214,18,12,13,8,5,4,7,8,229,20,1,2,2,1,3,3,12,6
2021-22-JacksonvilleSt.,2021-22,Jacksonville St.,ASUN,61,AQ,143,142,273,223,19,10,14,4,5,6,9,5,291,188,0,2,1,1,3,2,15,5
2021-22-Winthrop,2021-22,Winthrop,Big South,,,151,151,228,207,20,9,16,3,4,6,7,7,242,95,0,2,1,3,4,2,15,2
2021-22-Harvard,2021-22,Harvard,Ivy League,,,229,229,228,207,10,13,5,9,5,4,4,7,310,342,0,0,0,2,3,8,7,3
2021-22-UNCAsheville,2021-22,UNC Asheville,Big South,,,222,222,277,224,13,14,8,9,5,5,6,7,271,140,0,3,0,1,1,4,12,6
2021-22-KentSt.,2021-22,Kent St.,MAC,,,132,132,206,197,21,10,18,5,3,5,8,4,236,185,1,1,2,4,4,2,14,3
2021-22-Milwaukee,2021-22,Milwaukee,Horizon,,,333,333,315,238,9,22,8,15,1,7,4,10,345,241,0,2,0,0,1,7,8,13
2021-22-Vermont,2021-22,Vermont,America East,53,AQ,52,52,315,238,27,5,20,1,7,4,10,4,334,189,0,1,1,1,7,2,19,1
2021-22-NIU,2021-22,NIU,MAC,,,295,295,201,195,9,21,6,14,3,7,6,11,186,117,0,4,3,3,1,4,5,10
2021-22-ArizonaSt.,2021-22,Arizona St.,Pac-12,,,96,96,13,86,14,17,10,11,4,6,5,7,22,12,4,8,2,6,5,2,3,1
2021-22-ULM,2021-22,ULM,Sun Belt,,,275,275,191,192,10,18,5,14,5,4,5,10,177,32,0,3,1,2,2,8,7,5
2021-22-Massachusetts,2021-22,Massachusetts,Atlantic 10,,,179,178,114,152,15,17,8,12,7,5,3,8,134,311,0,4,2,4,5,5,8,4
2021-22-Pittsburgh,2021-22,Pittsburgh,ACC,,,205,204,44,105,11,21,6,15,5,6,3,9,83,223,2,5,2,7,5,6,2,3
2021-22-SaintPeter's,2021-22,Saint Peter's,MAAC,60,AQ,124,124,207,198,18,11,17,6,1,5,7,7,235,40,0,3,0,1,7,3,11,4
2021-22-Marquette,2021-22,Marquette,Big East,35,AL,42,43,19,91,19,12,11,9,8,3,4,7,23,36,5,7,5,5,4,1,5,1
2021-22-Iona,2021-22,Iona,MAAC,,,90,89,171,184,25,7,17,4,8,3,7,4,219,82,1,2,1,1,11,2,12,2
2021-22-N.C.A&T,2021-22,N.C. A&T,Big South,,,286,286,257,215,9,20,7,11,2,9,3,13,269,194,0,1,0,3,3,8,6,8
2021-22-Valparaiso,2021-22,Valparaiso,MVC,,,207,207,125,164,12,18,7,13,5,5,3,8,137,328,0,3,1,7,3,6,8,2
2021-22-Delaware,2021-22,Delaware,CAA,59,AQ,137,137,183,189,21,12,13,8,8,4,8,5,234,288,0,2,1,4,8,4,12,2
2021-22-VirginiaTech,2021-22,Virginia Tech,ACC,46,AQ,27,27,77,120,23,12,15,9,8,3,7,6,71,134,3,5,6,5,7,2,7,1
2021-22-Columbia,2021-22,Columbia,Ivy League,,,351,351,259,216,3,22,1,13,2,9,1,12,329,354,0,0,0,2,1,10,2,10
2021-22-Yale,2021-22,Yale,Ivy League,56,AQ,142,147,181,188,18,11,13,3,5,8,6,6,167,84,0,4,1,1,5,5,12,1
2021-22-Ga.Southern,2021-22,Ga. Southern,Sun Belt,,,247,247,194,193,10,16,6,12,4,4,4,10,283,295,0,0,0,2,4,11,6,3
2021-22-MorganSt.,2021-22,Morgan St.,MEAC,,,299,299,323,240,9,14,8,7,1,7,3,8,312,152,0,1,0,3,1,3,8,7
2021-22-Kentucky,2021-22,Kentucky,SEC,6,AL,5,5,42,103,26,7,15,5,11,2,6,5,19,121,9,7,5,1,4,1,8,1
2021-22-Gonzaga,2021-22,Gonzaga,WCC,1,AQ,1,1,102,142,26,3,15,1,11,2,5,1,59,69,10,3,2,1,1,1,13,0
2021-22-St.FrancisBrooklyn,2021-22,St. Francis Brooklyn,NEC,,,321,321,340,249,9,20,7,12,2,8,7,9,311,169,0,2,1,2,0,3,8,13
2021-22-Hampton,2021-22,Hampton,Big South,,,322,322,292,229,7,19,5,12,2,7,2,11,337,306,0,1,0,2,1,6,6,10
2021-22-UTSA,2021-22,UTSA,CUSA,,,326,326,177,186,7,21,3,16,4,5,1,11,163,282,0,3,0,5,1,8,6,5
2021-22-UCF,2021-22,UCF,The American,,,101,101,101,141,18,12,10,10,8,2,4,8,88,143,1,6,3,3,4,2,10,1
2021-22-GeorgeWashington,2021-22,George Washington,Atlantic 10,,,227,227,132,167,12,18,8,10,4,8,3,10,155,316,0,3,0,5,5,7,7,3
2021-22-CalPoly,2021-22,Cal Poly,Big West,,,308,308,226,206,6,21,2,13,4,8,2,12,275,299,0,2,0,1,1,10,5,8
2021-22-JamesMadison,2021-22,James Madison,CAA,,,214,214,151,176,13,14,6,12,7,2,5,6,218,236,0,2,1,2,5,6,7,4
2021-22-Samford,2021-22,Samford,SoCon,,,172,172,151,176,18,11,11,9,7,2,5,8,181,264,0,2,2,4,4,4,12,1
2021-22-Cincinnati,2021-22,Cincinnati,The American,,,99,99,102,142,17,15,8,12,9,3,4,7,89,214,1,7,2,3,3,4,11,1
2021-22-Rice,2021-22,Rice,CUSA,,,216,217,183,189,14,16,8,12,6,4,4,8,164,302,0,4,1,3,2,5,11,4
2021-22-Miami(FL),2021-22,Miami (FL),ACC,38,AL,62,62,66,115,23,10,15,7,8,3,10,2,77,147,4,3,5,4,9,3,5,1
2021-22-WakeForest,2021-22,Wake Forest,ACC,,,48,48,102,142,23,9,13,8,10,1,5,5,105,343,1,4,4,3,9,2,9,1
2021-22-Memphis,2021-22,Memphis,The American,36,AL,33,31,48,106,21,10,15,6,6,4,5,6,62,75,5,4,3,4,8,2,5,1
2021-22-BostonU.,2021-22,Boston U.,Patriot,,,201,201,351,254,20,12,12,8,8,4,8,8,356,349,0,0,0,2,4,3,16,7
2021-22-Lafayette,2021-22,Lafayette,Patriot,,,319,319,312,237,9,20,7,12,2,8,4,11,284,137,0,1,1,2,0,6,8,11
2021-22-ColoradoSt.,2021-22,Colorado St.,Mountain West,24,AL,28,28,80,122,24,5,15,5,9,1,6,3,81,184,5,3,8,1,3,1,8,1
2022-23-Portland,2022-23,Portland,WCC,,,164,162,95,139,12,19,6,12,6,7,2,10,87,133,0,7,1,5,3,6,8,1
2022-23-Illinois,2022-23,Illinois,Big Ten,36,AL,34,34,54,112,20,12,11,10,9,2,3,7,30,116,2,11,7,1,4,1,7,1
2022-23-Duke,2022-23,Duke,ACC,18,AQ,16,16,50,111,26,8,17,6,9,2,4,6,57,68,5,6,7,2,4,1,10,1
2022-23-CalPoly,2022-23,Cal Poly,Big West,,,308,306,141,173,6,25,2,19,4,6,1,13,188,230,0,0,0,9,2,9,4,7
2022-23-Iona,2022-23,Iona,MAAC,52,AQ,58,59,257,214,27,7,20,3,7,4,8,4,309,143,0,1,0,2,7,2,20,2
2022-23-Brown,2022-23,Brown,Ivy League,,,183,183,195,193,14,13,7,7,7,6,7,8,168,242,0,3,0,4,4,5,10,1
2022-23-SetonHall,2022-23,Seton Hall,Big East,,,77,78,43,108,16,15,10,11,6,4,6,6,34,56,4,9,2,4,3,1,7,1
2022-23-SouthernIll.,2022-23,Southern Ill.,MVC,,,120,120,185,190,22,10,15,7,7,3,8,6,170,252,1,2,2,4,6,2,13,2
2022-23-LoyolaChicago,2022-23,Loyola Chicago,Atlantic 10,,,269,267,148,175,10,21,4,15,6,6,3,8,154,222,0,2,1,5,3,9,6,5
2022-23-Hawaii,2022-23,Hawaii,Big West,,,127,125,207,196,21,11,13,8,8,3,6,4,286,345,0,0,1,5,6,5,14,1
2022-23-BostonU.,2022-23,Boston U.,Patriot,,,259,260,324,243,14,17,8,11,6,6,6,11,328,272,0,1,0,2,0,5,14,9
2022-23-Rutgers,2022-23,Rutgers,Big Ten,,,40,40,45,109,19,14,11,11,8,3,4,7,41,314,4,7,6,3,2,4,7,1
2022-23-Campbell,2022-23,Campbell,Big South,,,233,233,272,219,14,18,11,11,3,7,4,10,330,271,0,1,0,0,5,9,9,8
2022-23-Providence,2022-23,Providence,Big East,42,AL,56,55,87,133,21,11,13,8,8,3,6,6,62,289,4,8,3,2,3,1,11,1
2022-23-SFA,2022-23,SFA,WAC,,,138,138,133,169,16,13,11,8,5,5,6,5,197,300,0,2,0,4,7,4,9,3
2022-23-SaintJoseph's,2022-23,Saint Joseph's,Atlantic 10,,,200,200,181,189,16,17,10,11,6,6,4,7,215,260,0,1,0,7,4,7,12,2
2022-23-SoutheasternLa.,2022-23,Southeastern La.,Southland,,,256,255,330,246,15,14,12,7,3,7,7,8,299,69,0,1,0,3,2,4,13,6
2022-23-Delaware,2022-23,Delaware,CAA,,,225,226,229,204,16,16,9,11,7,5,4,10,232,207,0,2,1,3,5,7,10,4
2022-23-CoppinSt.,2022-23,Coppin St.,MEAC,,,328,328,229,204,9,23,4,11,5,12,5,16,185,99,0,3,0,3,2,9,7,8
2022-23-Akron,2022-23,Akron,MAC,,,102,102,167,184,20,11,14,6,6,5,5,6,161,165,0,4,1,4,6,3,13,0
2022-23-Arizona,2022-23,Arizona,Pac-12,7,AQ,10,10,43,108,28,6,17,6,11,1,6,4,47,57,9,2,7,4,5,1,7,1
